No,;Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay1;;Delay 2;;Jitter
149;4.537.109;4,537109;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56806 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;4,537109;4,537297;;0,000188;;0,000736;;0,000548
150;4.537.297;4,537297;192,168,100,98;104,22,1,235;TCP;54;56806  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;4,537297;4,538033;;0,000736;;0,049599;;0,048863
151;4.538.033;4,538033;192,168,100,98;104,22,1,235;TCP;54;56806  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;4,538033;4,587632;;0,049599;;0,026192;;0,023407
152;4.587.632;4,587632;104,22,1,235;192,168,100,98;TCP;56;443  >  56806 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;4,587632;4,613824;;0,026192;;0,048804;;0,022612
153;4.613.824;4,613824;192,168,100,98;104,22,1,235;TCP;66;56807  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;4,613824;4,662628;;0,048804;;0,000359;;0,048445
154;4.662.628;4,662628;104,22,1,235;192,168,100,98;TCP;66;443  >  56807 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;4,662628;4,662987;;0,000359;;0,001018;;0,000659
155;4.662.987;4,662987;192,168,100,98;104,22,1,235;TCP;54;56807  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;4,662987;4,664005;;0,001018;;0,049474;;0,048456
156;4.664.005;4,664005;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;4,664005;4,713479;;0,049474;;0,016793;;0,032681
157;4.713.479;4,713479;104,22,1,235;192,168,100,98;TCP;54;443  >  56807 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;4,713479;4,730272;;0,016793;;0,001742;;0,015051
158;4.730.272;4,730272;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;4,730272;4,732014;;0,001742;;0,048761;;0,047019
159;4.732.014;4,732014;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;4,732014;4,780775;;0,048761;;9,80E-05;;0,048663
160;4.780.775;4,780775;104,22,1,235;192,168,100,98;TCP;56;443  >  56807 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;4,780775;4,780873;;9,80E-05;;0,048061;;0,047963
161;4.780.873;4,780873;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;4,780873;4,828934;;0,048061;;0,232923;;0,184862
162;4.828.934;4,828934;104,22,1,235;192,168,100,98;TCP;56;443  >  56807 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;4,828934;5,061857;;0,232923;;0,000174;;0,232749
163;5.061.857;5,061857;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56807 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;5,061857;5,062031;;0,000174;;0,017714;;0,01754
164;5.062.031;5,062031;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 159#1] 56807  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;5,062031;5,079745;;0,017714;;0,000172;;0,017542
165;5.079.745;5,079745;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56807 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;5,079745;5,079917;;0,000172;;0,000834;;0,000662
166;5.079.917;5,079917;192,168,100,98;104,22,1,235;TCP;54;56807  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;5,079917;5,080751;;0,000834;;0,045976;;0,045142
167;5.080.751;5,080751;192,168,100,98;104,22,1,235;TCP;54;56807  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;5,080751;5,126727;;0,045976;;0,032025;;0,013951
168;5.126.727;5,126727;192,168,100,98;104,22,1,235;TCP;66;56808  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;5,126727;5,158752;;0,032025;;0,047473;;0,015448
169;5.158.752;5,158752;104,22,1,235;192,168,100,98;TCP;56;443  >  56807 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;5,158752;5,206225;;0,047473;;0,000218;;0,047255
170;5.206.225;5,206225;104,22,1,235;192,168,100,98;TCP;66;443  >  56808 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;5,206225;5,206443;;0,000218;;0,000839;;0,000621
171;5.206.443;5,206443;192,168,100,98;104,22,1,235;TCP;54;56808  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;5,206443;5,207282;;0,000839;;0,066135;;0,065296
172;5.207.282;5,207282;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;5,207282;5,273417;;0,066135;;0,012855;;0,05328
173;5.273.417;5,273417;104,22,1,235;192,168,100,98;TCP;54;443  >  56808 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;5,273417;5,286272;;0,012855;;0,001886;;0,010969
174;5.286.272;5,286272;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;5,286272;5,288158;;0,001886;;0,037005;;0,035119
175;5.288.158;5,288158;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;5,288158;5,325163;;0,037005;;0,000159;;0,036846
176;5.325.163;5,325163;192,168,100,98;74,125,68,91;TLSv1,2;187;Application Data;;;5,325163;5,325322;;0,000159;;0,022933;;0,022774
177;5.325.322;5,325322;192,168,100,98;74,125,68,91;TLSv1,2;734;Application Data;;;5,325322;5,348255;;0,022933;;0,000125;;0,022808
178;5.348.255;5,348255;104,22,1,235;192,168,100,98;TCP;56;443  >  56808 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;5,348255;5,34838;;0,000125;;0,024921;;0,024796
179;5.348.380;5,34838;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;5,34838;5,373301;;0,024921;;0,000204;;0,024717
180;5.373.301;5,373301;74,125,68,91;192,168,100,98;TCP;56;443  >  56441 [ACK] Seq=181 Ack=963 Win=1651 Len=0;;;5,373301;5,373505;;0,000204;;0,000903;;0,000699
181;5.373.505;5,373505;74,125,68,91;192,168,100,98;TCP;56;443  >  56441 [ACK] Seq=181 Ack=1643 Win=1662 Len=0;;;5,373505;5,374408;;0,000903;;0;;0,000903
182;5.374.408;5,374408;74,125,68,91;192,168,100,98;TLSv1,2;127;Application Data;;;5,374408;5,374408;;0;;0,000139;;0,000139
183;5.374.408;5,374408;74,125,68,91;192,168,100,98;TLSv1,2;116;Application Data;;;5,374408;5,374547;;0,000139;;0,017403;;0,017264
184;5.374.547;5,374547;192,168,100,98;74,125,68,91;TCP;54;56441  >  443 [ACK] Seq=1643 Ack=316 Win=4133 Len=0;;;5,374547;5,39195;;0,017403;;0;;0,017403
185;5.391.950;5,39195;74,125,68,91;192,168,100,98;TLSv1,2;85;Application Data;;;5,39195;5,39195;;0;;0,000184;;0,000184
186;5.391.950;5,39195;74,125,68,91;192,168,100,98;TLSv1,2;93;Application Data;;;5,39195;5,392134;;0,000184;;0,000864;;0,00068
187;5.392.134;5,392134;192,168,100,98;74,125,68,91;TCP;54;56441  >  443 [ACK] Seq=1643 Ack=386 Win=4133 Len=0;;;5,392134;5,392998;;0,000864;;0,013625;;0,012761
188;5.392.998;5,392998;192,168,100,98;74,125,68,91;TLSv1,2;93;Application Data;;;5,392998;5,406623;;0,013625;;0,005916;;0,007709
189;5.406.623;5,406623;104,22,1,235;192,168,100,98;TCP;56;443  >  56808 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;5,406623;5,412539;;0,005916;;0,223824;;0,217908
190;5.412.539;5,412539;74,125,68,91;192,168,100,98;TCP;56;443  >  56441 [ACK] Seq=386 Ack=1682 Win=1662 Len=0;;;5,412539;5,636363;;0,223824;;0,000101;;0,223723
191;5.636.363;5,636363;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56808 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;5,636363;5,636464;;0,000101;;0,009836;;0,009735
192;5.636.464;5,636464;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 175#1] 56808  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;5,636464;5,6463;;0,009836;;0,000181;;0,009655
193;5.646.300;5,6463;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56808 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;5,6463;5,646481;;0,000181;;0,000797;;0,000616
194;5.646.481;5,646481;192,168,100,98;104,22,1,235;TCP;54;56808  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;5,646481;5,647278;;0,000797;;0,04715;;0,046353
195;5.647.278;5,647278;192,168,100,98;104,22,1,235;TCP;54;56808  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;5,647278;5,694428;;0,04715;;0,027296;;0,019854
196;5.694.428;5,694428;104,22,1,235;192,168,100,98;TCP;56;443  >  56808 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;5,694428;5,721724;;0,027296;;0,052898;;0,025602
197;5.721.724;5,721724;192,168,100,98;104,22,1,235;TCP;66;56809  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;5,721724;5,774622;;0,052898;;0,000245;;0,052653
198;5.774.622;5,774622;104,22,1,235;192,168,100,98;TCP;66;443  >  56809 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;5,774622;5,774867;;0,000245;;0,000866;;0,000621
199;5.774.867;5,774867;192,168,100,98;104,22,1,235;TCP;54;56809  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;5,774867;5,775733;;0,000866;;0,051878;;0,051012
200;5.775.733;5,775733;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;5,775733;5,827611;;0,051878;;0,019637;;0,032241
201;5.827.611;5,827611;104,22,1,235;192,168,100,98;TCP;54;443  >  56809 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;5,827611;5,847248;;0,019637;;0,002453;;0,017184
202;5.847.248;5,847248;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;5,847248;5,849701;;0,002453;;0,052887;;0,050434
203;5.849.701;5,849701;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;5,849701;5,902588;;0,052887;;0,000101;;0,052786
204;5.902.588;5,902588;104,22,1,235;192,168,100,98;TCP;56;443  >  56809 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;5,902588;5,902689;;0,000101;;0,276052;;0,275951
205;5.902.689;5,902689;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;5,902689;6,178741;;0,276052;;0,060574;;0,215478
206;6.178.741;6,178741;192,168,100,98;104,22,1,235;TCP;160;[TCP Retransmission] 56809  >  443 [PSH, ACK] Seq=964 Ack=124 Win=131328 Len=106;;;6,178741;6,239315;;0,060574;;0,094487;;0,033913
207;6.239.315;6,239315;104,22,1,235;192,168,100,98;TCP;56;443  >  56809 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;6,239315;6,333802;;0,094487;;0,027507;;0,06698
208;6.333.802;6,333802;192,168,100,98;103,208,137,6;TCP;55;55911  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU];;;6,333802;6,361309;;0,027507;;0,117142;;0,089635
209;6.361.309;6,361309;103,208,137,6;192,168,100,98;TCP;66;443  >  55911 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2;;;6,361309;6,478451;;0,117142;;0,0001;;0,117042
210;6.478.451;6,478451;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56809 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;6,478451;6,478551;;0,0001;;0,018039;;0,017939
211;6.478.551;6,478551;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 203#1] 56809  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;6,478551;6,49659;;0,018039;;0,000168;;0,017871
212;6.496.590;6,49659;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56809 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;6,49659;6,496758;;0,000168;;0,000733;;0,000565
213;6.496.758;6,496758;192,168,100,98;104,22,1,235;TCP;54;56809  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;6,496758;6,497491;;0,000733;;0,101851;;0,101118
214;6.497.491;6,497491;192,168,100,98;104,22,1,235;TCP;54;56809  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;6,497491;6,599342;;0,101851;;9,50E-05;;0,101756
215;6.599.342;6,599342;104,22,1,235;192,168,100,98;TCP;54;[TCP Retransmission] 443  >  56809 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;6,599342;6,599437;;9,50E-05;;0,004974;;0,004879
216;6.599.437;6,599437;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 213#1] 56809  >  443 [ACK] Seq=1071 Ack=1026 Win=130560 Len=0;;;6,599437;6,604411;;0,004974;;0,053747;;0,048773
217;6.604.411;6,604411;192,168,100,98;104,22,1,235;TCP;66;56810  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;6,604411;6,658158;;0,053747;;0,000204;;0,053543
218;6.658.158;6,658158;104,22,1,235;192,168,100,98;TCP;66;443  >  56810 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;6,658158;6,658362;;0,000204;;0,000963;;0,000759
219;6.658.362;6,658362;192,168,100,98;104,22,1,235;TCP;54;56810  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;6,658362;6,659325;;0,000963;;0,051627;;0,050664
220;6.659.325;6,659325;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;6,659325;6,710952;;0,051627;;0,020219;;0,031408
221;6.710.952;6,710952;104,22,1,235;192,168,100,98;TCP;54;443  >  56810 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;6,710952;6,731171;;0,020219;;0,001228;;0,018991
222;6.731.171;6,731171;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;6,731171;6,732399;;0,001228;;0,054433;;0,053205
223;6.732.399;6,732399;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;6,732399;6,786832;;0,054433;;0,000118;;0,054315
224;6.786.832;6,786832;104,22,1,235;192,168,100,98;TCP;56;443  >  56810 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;6,786832;6,78695;;0,000118;;0,011489;;0,011371
225;6.786.950;6,78695;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;6,78695;6,798439;;0,011489;;0,041218;;0,029729
226;6.798.439;6,798439;192,168,100,98;104,22,1,235;TCP;54;[TCP Retransmission] 56809  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;6,798439;6,839657;;0,041218;;0,010816;;0,030402
227;6.839.657;6,839657;104,22,1,235;192,168,100,98;TCP;56;443  >  56810 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;6,839657;6,850473;;0,010816;;0,217293;;0,206477
228;6.850.473;6,850473;104,22,1,235;192,168,100,98;TCP;56;443  >  56809 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;6,850473;7,067766;;0,217293;;0,000101;;0,217192
229;7.067.766;7,067766;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56810 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;7,067766;7,067867;;0,000101;;0,009395;;0,009294
230;7.067.867;7,067867;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 223#1] 56810  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;7,067867;7,077262;;0,009395;;0,000173;;0,009222
231;7.077.262;7,077262;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56810 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;7,077262;7,077435;;0,000173;;0,000834;;0,000661
232;7.077.435;7,077435;192,168,100,98;104,22,1,235;TCP;54;56810  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;7,077435;7,078269;;0,000834;;0,060607;;0,059773
233;7.078.269;7,078269;192,168,100,98;104,22,1,235;TCP;54;56810  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;7,078269;7,138876;;0,060607;;0,004397;;0,05621
234;7.138.876;7,138876;192,168,100,98;104,22,1,235;TCP;66;56811  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;7,138876;7,143273;;0,004397;;0,054732;;0,050335
235;7.143.273;7,143273;104,22,1,235;192,168,100,98;TCP;56;443  >  56810 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;7,143273;7,198005;;0,054732;;0,000244;;0,054488
236;7.198.005;7,198005;104,22,1,235;192,168,100,98;TCP;66;443  >  56811 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;7,198005;7,198249;;0,000244;;0,000938;;0,000694
237;7.198.249;7,198249;192,168,100,98;104,22,1,235;TCP;54;56811  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;7,198249;7,199187;;0,000938;;0,070737;;0,069799
238;7.199.187;7,199187;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;7,199187;7,269924;;0,070737;;0,016568;;0,054169
239;7.269.924;7,269924;104,22,1,235;192,168,100,98;TCP;54;443  >  56811 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;7,269924;7,286492;;0,016568;;0,002229;;0,014339
240;7.286.492;7,286492;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;7,286492;7,288721;;0,002229;;0,060419;;0,05819
241;7.288.721;7,288721;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;7,288721;7,34914;;0,060419;;0,000118;;0,060301
242;7.349.140;7,34914;104,22,1,235;192,168,100,98;TCP;56;443  >  56811 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;7,34914;7,349258;;0,000118;;0,066978;;0,06686
243;7.349.258;7,349258;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;7,349258;7,416236;;0,066978;;0,226721;;0,159743
244;7.416.236;7,416236;104,22,1,235;192,168,100,98;TCP;56;443  >  56811 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;7,416236;7,642957;;0,226721;;9,90E-05;;0,226622
245;7.642.957;7,642957;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56811 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;7,642957;7,643056;;9,90E-05;;0,013361;;0,013262
246;7.643.056;7,643056;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 241#1] 56811  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;7,643056;7,656417;;0,013361;;0,000185;;0,013176
247;7.656.417;7,656417;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56811 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;7,656417;7,656602;;0,000185;;0,000614;;0,000429
248;7.656.602;7,656602;192,168,100,98;104,22,1,235;TCP;54;56811  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;7,656602;7,657216;;0,000614;;0,053301;;0,052687
249;7.657.216;7,657216;192,168,100,98;104,22,1,235;TCP;54;56811  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;7,657216;7,710517;;0,053301;;0,012956;;0,040345
250;7.710.517;7,710517;104,22,1,235;192,168,100,98;TCP;56;443  >  56811 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;7,710517;7,723473;;0,012956;;0,013536;;0,00058
251;7.723.473;7,723473;192,168,100,98;104,22,1,235;TCP;66;56812  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;7,723473;7,737009;;0,013536;;0,005182;;0,008354
252;7.737.009;7,737009;192,168,100,98;36,92,238,236;TLSv1,2;1375;Application Data;;;7,737009;7,742191;;0,005182;;0,001107;;0,004075
253;7.742.191;7,742191;36,92,238,236;192,168,100,98;TCP;54;443  >  56638 [ACK] Seq=1 Ack=1322 Win=504 Len=0;;;7,742191;7,743298;;0,001107;;0,000192;;0,000915
254;7.743.298;7,743298;36,92,238,236;192,168,100,98;TLSv1,2;2878;Application Data;;;7,743298;7,74349;;0,000192;;0,000427;;0,000235
255;7.743.490;7,74349;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=2825 Win=512 Len=0;;;7,74349;7,743917;;0,000427;;0,000143;;0,000284
256;7.743.917;7,743917;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=2825 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,743917;7,74406;;0,000143;;0,000828;;0,000685
257;7.744.060;7,74406;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=5649 Win=512 Len=0;;;7,74406;7,744888;;0,000828;;0,000127;;0,000701
258;7.744.888;7,744888;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=5649 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,744888;7,745015;;0,000127;;0,000638;;0,000511
259;7.745.015;7,745015;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=8473 Win=512 Len=0;;;7,745015;7,745653;;0,000638;;0,000117;;0,000521
260;7.745.653;7,745653;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=8473 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,745653;7,74577;;0,000117;;0,000906;;0,000789
261;7.745.770;7,74577;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=11297 Win=512 Len=0;;;7,74577;7,746676;;0,000906;;0,000117;;0,000789
262;7.746.676;7,746676;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=11297 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,746676;7,746793;;0,000117;;0,000506;;0,000389
263;7.746.793;7,746793;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=14121 Win=512 Len=0;;;7,746793;7,747299;;0,000506;;0,000115;;0,000391
264;7.747.299;7,747299;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=14121 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,747299;7,747414;;0,000115;;0,000478;;0,000363
265;7.747.414;7,747414;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=16945 Win=512 Len=0;;;7,747414;7,747892;;0,000478;;0,000114;;0,000364
266;7.747.892;7,747892;36,92,238,236;192,168,100,98;TLSv1,2;2878;Application Data [TCP segment of a reassembled PDU];;;7,747892;7,748006;;0,000114;;0,001517;;0,001403
267;7.748.006;7,748006;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=19769 Win=512 Len=0;;;7,748006;7,749523;;0,001517;;0,000187;;0,00133
268;7.749.523;7,749523;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=19769 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,749523;7,74971;;0,000187;;0,002817;;0,00263
269;7.749.710;7,74971;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=22593 Win=512 Len=0;;;7,74971;7,752527;;0,002817;;0,000195;;0,002622
270;7.752.527;7,752527;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=22593 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,752527;7,752722;;0,000195;;0,000624;;0,000429
271;7.752.722;7,752722;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=25417 Win=512 Len=0;;;7,752722;7,753346;;0,000624;;0,000117;;0,000507
272;7.753.346;7,753346;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=25417 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,753346;7,753463;;0,000117;;0,000533;;0,000416
273;7.753.463;7,753463;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=28241 Win=512 Len=0;;;7,753463;7,753996;;0,000533;;0,000149;;0,000384
274;7.753.996;7,753996;36,92,238,236;192,168,100,98;TCP;5702;443  >  56638 [ACK] Seq=28241 Ack=1322 Win=504 Len=5648 [TCP segment of a reassembled PDU];;;7,753996;7,754145;;0,000149;;0,000733;;0,000584
275;7.754.145;7,754145;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=33889 Win=512 Len=0;;;7,754145;7,754878;;0,000733;;0,000149;;0,000584
276;7.754.878;7,754878;36,92,238,236;192,168,100,98;TLSv1,2;5702;Application Data [TCP segment of a reassembled PDU];;;7,754878;7,755027;;0,000149;;0,001155;;0,001006
277;7.755.027;7,755027;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=39537 Win=512 Len=0;;;7,755027;7,756182;;0,001155;;0,000219;;0,000936
278;7.756.182;7,756182;36,92,238,236;192,168,100,98;TCP;5702;443  >  56638 [ACK] Seq=39537 Ack=1322 Win=504 Len=5648 [TCP segment of a reassembled PDU];;;7,756182;7,756401;;0,000219;;0,000371;;0,000152
279;7.756.401;7,756401;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=45185 Win=512 Len=0;;;7,756401;7,756772;;0,000371;;0,000159;;0,000212
280;7.756.772;7,756772;36,92,238,236;192,168,100,98;TLSv1,2;5702;Application Data [TCP segment of a reassembled PDU];;;7,756772;7,756931;;0,000159;;0,001502;;0,001343
281;7.756.931;7,756931;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=50833 Win=512 Len=0;;;7,756931;7,758433;;0,001502;;0,000136;;0,001366
282;7.758.433;7,758433;36,92,238,236;192,168,100,98;TCP;2878;443  >  56638 [ACK] Seq=50833 Ack=1322 Win=504 Len=2824 [TCP segment of a reassembled PDU];;;7,758433;7,758569;;0,000136;;0,001265;;0,001129
283;7.758.569;7,758569;192,168,100,98;36,92,238,236;TCP;54;56638  >  443 [ACK] Seq=1322 Ack=53657 Win=512 Len=0;;;7,758569;7,759834;;0,001265;;0,000155;;0,00111
